pm25,dewp,temp,cws,target,cbwd_1,cbwd_2,cbwd_3,clunar,cstorm,cwkend,nord_cws,date,cmonth_2.0,cmonth_3.0,cmonth_4.0,cmonth_5.0,cmonth_6.0,cmonth_7.0,cmonth_8.0,cmonth_9.0,cmonth_10.0,cmonth_11.0,cmonth_12.0,chour_1.0,chour_2.0,chour_3.0,chour_4.0,chour_5.0,chour_6.0,chour_7.0,chour_8.0,chour_9.0,chour_10.0,chour_11.0,chour_12.0,chour_13.0,chour_14.0,chour_15.0,chour_16.0,chour_17.0,chour_18.0,chour_19.0,chour_20.0,chour_21.0,chour_22.0,chour_23.0,pm25_1,pm25_2
54,-19,-4,8,42,0,0,1,0,0,0,8,2010-02-05 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,63
42,-19,-4,0,47,1,0,0,0,0,0,0,2010-02-05 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,48
47,-19,-5,1,87,0,0,1,0,0,0,1,2010-02-05 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,54
87,-15,-5,1,105,0,0,0,0,0,0,0,2010-02-05 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42
105,-13,-6,0,90,0,0,1,0,0,0,0,2010-02-05 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,47
90,-13,-7,0,101,1,0,0,0,0,0,0,2010-02-05 06:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,87
101,-12,-7,1,126,1,0,0,0,0,0,0,2010-02-05 07:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,105
126,-19,-6,3,114,0,0,1,0,0,0,3,2010-02-05 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,90
114,-18,-5,4,103,0,0,1,0,0,0,4,2010-02-05 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,101
103,-14,-4,1,114,1,0,0,0,0,0,0,2010-02-05 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,126
114,-13,-3,1,100,0,0,0,0,0,0,0,2010-02-05 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,114
100,-14,-2,3,72,0,0,0,0,0,0,0,2010-02-05 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,103
72,-13,-1,6,68,0,0,0,0,0,0,0,2010-02-05 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,114
68,-14,-1,1,72,1,0,0,0,0,0,0,2010-02-05 14:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,100
72,-13,-1,1,71,0,0,0,0,0,0,0,2010-02-05 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,72
71,-12,-1,3,80,0,0,0,0,0,0,0,2010-02-05 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,72,68
80,-12,-2,5,70,0,0,0,0,0,0,0,2010-02-05 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,72
70,-12,-4,6,63,0,0,0,0,0,0,0,2010-02-05 18:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,71
63,-13,-4,8,67,0,0,0,0,0,0,0,2010-02-05 19:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,80
67,-13,-5,8,62,0,0,0,0,0,0,0,2010-02-05 20:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,70
62,-12,-5,9,69,0,0,0,0,0,0,0,2010-02-05 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,63
69,-12,-6,11,58,0,0,0,0,0,0,0,2010-02-05 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,67
58,-11,-6,13,51,0,0,0,0,0,1,0,2010-02-05 23:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,62
51,-11,-7,15,51,0,0,0,0,0,1,0,2010-02-06 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,69
51,-11,-8,16,54,0,0,0,0,0,1,0,2010-02-06 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58
54,-11,-8,18,45,0,0,0,0,0,1,0,2010-02-06 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51
45,-11,-8,20,47,0,0,0,0,0,1,0,2010-02-06 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,51
47,-11,-7,23,85,0,0,0,0,0,1,0,2010-02-06 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,54
85,-11,-7,25,78,0,0,0,0,0,1,0,2010-02-06 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45
78,-12,-7,27,68,0,0,0,0,0,1,0,2010-02-06 06:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,47
68,-12,-7,29,64,0,0,0,0,0,1,0,2010-02-06 07:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,85
64,-13,-7,0,65,1,0,0,0,0,1,0,2010-02-06 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,78
65,-12,-6,1,80,0,0,0,0,0,1,0,2010-02-06 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,68
80,-11,-5,4,74,0,0,0,0,0,1,0,2010-02-06 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,64
74,-11,-4,8,93,0,0,0,0,0,1,0,2010-02-06 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,65
93,-11,-3,11,77,0,0,0,0,0,1,0,2010-02-06 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,80
77,-11,-3,15,67,0,0,0,0,0,1,0,2010-02-06 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,74
67,-12,-2,19,84,0,0,0,0,0,1,0,2010-02-06 14:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,93
84,-12,-2,22,77,0,0,0,0,0,1,0,2010-02-06 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,77
77,-12,-2,25,83,0,0,0,0,0,1,0,2010-02-06 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,67
83,-12,-2,29,82,0,0,0,0,0,1,0,2010-02-06 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,84
82,-10,-3,33,100,0,0,0,0,0,1,0,2010-02-06 18:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,77
100,-9,-3,35,189,0,0,0,0,0,1,0,2010-02-06 19:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,83
189,-7,-4,37,99,0,0,0,0,0,1,0,2010-02-06 20:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,82
99,-6,-5,38,71,0,0,0,0,0,1,0,2010-02-06 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,100
71,-6,-5,42,43,0,0,0,0,0,1,0,2010-02-06 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,189
43,-6,-5,45,64,0,0,0,0,0,1,0,2010-02-06 23:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,99
64,-6,-5,46,68,0,0,0,0,0,1,0,2010-02-07 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,71
68,-7,-5,48,69,0,0,0,0,0,1,0,2010-02-07 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,43
69,-7,-5,0,65,1,0,0,0,0,1,0,2010-02-07 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64
65,-7,-5,1,71,1,0,0,0,0,1,0,2010-02-07 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68
71,-7,-6,0,77,0,1,0,0,0,1,0,2010-02-07 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,69
77,-7,-6,0,81,1,0,0,0,0,1,0,2010-02-07 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,65
81,-7,-6,0,88,0,1,0,0,0,1,0,2010-02-07 06:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,71
88,-7,-6,1,90,0,1,0,0,0,1,1,2010-02-07 07:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77
90,-6,-5,1,92,0,0,1,0,0,1,1,2010-02-07 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,81
92,-6,-5,1,88,0,1,0,0,0,1,1,2010-02-07 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,88
88,-6,-4,3,80,0,1,0,0,0,1,3,2010-02-07 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,90
80,-6,-4,0,100,1,0,0,0,0,1,0,2010-02-07 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,92
100,-6,-3,1,105,1,0,0,0,0,1,0,2010-02-07 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,88
105,-7,-3,2,118,1,0,0,0,0,1,0,2010-02-07 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,80
118,-7,-3,3,125,1,0,0,0,0,1,0,2010-02-07 14:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105,100
125,-6,-2,1,141,0,0,0,0,0,1,0,2010-02-07 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118,105
141,-6,-2,3,152,0,0,0,0,0,1,0,2010-02-07 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,118
152,-6,-3,5,164,0,0,0,0,0,1,0,2010-02-07 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,141,125
164,-7,-4,0,147,1,0,0,0,0,1,0,2010-02-07 18:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152,141
147,-7,-5,0,162,0,0,0,0,0,1,0,2010-02-07 19:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164,152
162,-7,-5,1,157,0,0,0,0,0,1,0,2010-02-07 20:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,164
157,-6,-4,2,156,0,0,0,0,0,1,0,2010-02-07 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,147
156,-5,-3,0,160,1,0,0,0,0,1,0,2010-02-07 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,162
160,-7,-5,1,178,0,0,1,0,0,0,1,2010-02-07 23:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,157
178,-6,-4,0,187,1,0,0,0,0,0,0,2010-02-08 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,156
187,-6,-5,1,181,1,0,0,0,0,0,0,2010-02-08 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,160
181,-7,-6,0,185,0,0,0,0,0,0,0,2010-02-08 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,178
185,-8,-6,0,197,0,0,1,0,0,0,0,2010-02-08 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,187
197,-6,-5,0,180,1,0,0,0,0,0,0,2010-02-08 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,181
180,-6,-4,1,172,0,0,1,0,0,0,1,2010-02-08 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,185
172,-6,-4,1,166,0,1,0,0,0,0,1,2010-02-08 06:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,197
166,-6,-4,4,136,0,1,0,0,0,0,4,2010-02-08 07:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,180
136,-6,-4,8,133,0,1,0,0,0,0,8,2010-02-08 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,172
133,-5,-3,12,140,0,1,0,0,0,0,12,2010-02-08 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,166
140,-5,-2,15,159,0,1,0,0,0,0,15,2010-02-08 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,136
159,-5,-1,0,169,1,0,0,0,0,0,0,2010-02-08 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140,133
169,-5,0,2,170,1,0,0,0,0,0,0,2010-02-08 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,159,140
170,-5,2,1,184,0,1,0,0,0,0,1,2010-02-08 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169,159
184,-5,4,0,163,1,0,0,0,0,0,0,2010-02-08 14:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,170,169
163,-5,5,1,140,0,0,0,0,0,0,0,2010-02-08 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,170
140,-4,4,4,144,0,0,0,0,0,0,0,2010-02-08 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163,184
144,-4,3,6,166,0,0,0,0,0,0,0,2010-02-08 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,140,163
166,-5,1,0,196,1,0,0,0,0,0,0,2010-02-08 18:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144,140
196,-4,0,0,227,0,0,0,0,0,0,0,2010-02-08 19:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166,144
227,-4,-1,0,210,1,0,0,0,0,0,0,2010-02-08 20:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196,166
210,-5,-2,1,233,1,0,0,0,0,0,0,2010-02-08 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,227,196
233,-4,-2,2,258,1,0,0,0,0,0,0,2010-02-08 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210,227
258,-4,-3,3,247,1,0,0,0,0,0,0,2010-02-08 23:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,210
247,-5,-3,1,230,0,1,0,0,0,0,1,2010-02-09 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,233
230,-5,-3,0,273,0,0,0,0,0,0,0,2010-02-09 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,258
273,-6,-4,0,253,1,0,0,0,0,0,0,2010-02-09 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,247
253,-5,-3,0,254,0,1,0,0,0,0,0,2010-02-09 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,230
254,-6,-5,2,241,0,1,0,0,0,0,2,2010-02-09 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,273
241,-6,-5,5,229,0,1,0,0,0,0,5,2010-02-09 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,253
229,-5,-4,0,199,1,0,0,0,0,0,0,2010-02-09 06:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,254
199,-5,-4,1,193,1,0,0,0,0,0,0,2010-02-09 07:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,241
193,-4,-3,2,207,1,0,0,0,0,0,0,2010-02-09 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,229
207,-9,1,4,176,0,1,0,0,0,0,4,2010-02-09 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193,199
176,-15,2,8,91,0,1,0,0,0,0,8,2010-02-09 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,207,193
91,-17,3,3,58,0,0,1,0,0,0,3,2010-02-09 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176,207
58,-18,4,4,39,0,0,1,0,0,0,4,2010-02-09 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,176
39,-16,4,0,50,1,0,0,0,0,0,0,2010-02-09 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,91
50,-14,5,1,51,1,0,0,0,0,0,0,2010-02-09 14:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,58
51,-13,4,1,49,0,0,0,0,0,0,0,2010-02-09 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,39
49,-12,4,0,54,1,0,0,0,0,0,0,2010-02-09 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,50
54,-11,3,1,153,0,0,0,0,0,0,0,2010-02-09 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,51
153,-10,2,3,181,0,0,0,0,0,0,0,2010-02-09 18:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,49
181,-7,2,6,181,0,0,0,0,0,0,0,2010-02-09 19:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153,54
181,-6,0,0,182,1,0,0,0,0,0,0,2010-02-09 20:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,181,153
182,-8,-1,3,156,0,0,1,0,0,0,3,2010-02-09 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181,181
156,-15,1,8,27,0,0,1,0,0,0,8,2010-02-09 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,181
27,-18,1,12,16,0,0,1,0,0,0,12,2010-02-09 23:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,182
16,-20,0,16,22,0,0,1,0,0,0,16,2010-02-10 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,156
22,-19,0,21,21,0,0,1,0,0,0,21,2010-02-10 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27
21,-21,-1,25,6,0,0,1,0,0,0,25,2010-02-10 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16
6,-21,-1,29,8,0,0,1,0,0,0,29,2010-02-10 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22
